Movie_Title,IMDB_Rating,Cast
Jab We Met,7.9,Shahid Kapoor
Jab We Met,7.9,Kareena Kapoor
Jab We Met,7.9,Tarun Arora
Jab We Met,7.9,Dara Singh
Boyhood,7.9,Ellar Coltrane
Boyhood,7.9,Patricia Arquette
Boyhood,7.9,Ethan Hawke
Boyhood,7.9,Elijah Smith
"4 luni, 3 saptamâni si 2 zile",7.9,Anamaria Marinca
"4 luni, 3 saptamâni si 2 zile",7.9,Laura Vasiliu
"4 luni, 3 saptamâni si 2 zile",7.9,Vlad Ivanov
"4 luni, 3 saptamâni si 2 zile",7.9,Alexandru Potocean
Star Trek,7.9,Chris Pine
Star Trek,7.9,Zachary Quinto
Star Trek,7.9,Simon Pegg
Star Trek,7.9,Leonard Nimoy
In Bruges,7.9,Colin Farrell
In Bruges,7.9,Brendan Gleeson
In Bruges,7.9,Ciarán Hinds
In Bruges,7.9,Elizabeth Berrington
Letters from Iwo Jima,7.9,Ken Watanabe
Letters from Iwo Jima,7.9,Kazunari Ninomiya
Letters from Iwo Jima,7.9,Tsuyoshi Ihara
Letters from Iwo Jima,7.9,Ryô Kase
The Fall,7.9,Lee Pace
The Fall,7.9,Catinca Untaru
The Fall,7.9,Justine Waddell
The Fall,7.9,Kim Uylenbroek
Life of Pi,7.9,Suraj Sharma
Life of Pi,7.9,Irrfan Khan
Life of Pi,7.9,Adil Hussain
Life of Pi,7.9,Tabu
Fantastic Mr. Fox,7.9,George Clooney
Fantastic Mr. Fox,7.9,Meryl Streep
Fantastic Mr. Fox,7.9,Bill Murray
Fantastic Mr. Fox,7.9,Jason Schwartzman
Les choristes,7.9,Gérard Jugnot
Les choristes,7.9,François Berléand
Les choristes,7.9,Jean-Baptiste Maunier
Les choristes,7.9,Kad Merad
Iron Man,7.9,Robert Downey Jr.
Iron Man,7.9,Gwyneth Paltrow
Iron Man,7.9,Terrence Howard
Iron Man,7.9,Jeff Bridges
Shaun of the Dead,7.9,Simon Pegg
Shaun of the Dead,7.9,Nick Frost
Shaun of the Dead,7.9,Kate Ashfield
Shaun of the Dead,7.9,Lucy Davis
Mystic River,7.9,Sean Penn
Mystic River,7.9,Tim Robbins
Mystic River,7.9,Kevin Bacon
Mystic River,7.9,Emmy Rossum
Harry Potter and the Prisoner of Azkaban,7.9,Daniel Radcliffe
Harry Potter and the Prisoner of Azkaban,7.9,Emma Watson
Harry Potter and the Prisoner of Azkaban,7.9,Rupert Grint
Harry Potter and the Prisoner of Azkaban,7.9,Richard Griffiths
Ying xiong,7.9,Jet Li
Ying xiong,7.9,Tony Chiu-Wai Leung
Ying xiong,7.9,Maggie Cheung
Ying xiong,7.9,Ziyi Zhang
Hable con ella,7.9,Rosario Flores
Hable con ella,7.9,Javier Cámara
Hable con ella,7.9,Darío Grandinetti
Hable con ella,7.9,Leonor Watling
No Man's Land,7.9,Branko Djuric
No Man's Land,7.9,Rene Bitorajac
No Man's Land,7.9,Filip Sovagovic
No Man's Land,7.9,Georges Siatidis
Cowboy Bebop: Tengoku no tobira,7.9,Tensai Okamura
Cowboy Bebop: Tengoku no tobira,7.9,Hiroyuki Okiura
Cowboy Bebop: Tengoku no tobira,7.9,Yoshiyuki Takei
Cowboy Bebop: Tengoku no tobira,7.9,Beau Billingslea
The Bourne Identity,7.9,Franka Potente
The Bourne Identity,7.9,Matt Damon
The Bourne Identity,7.9,Chris Cooper
The Bourne Identity,7.9,Clive Owen
Nueve reinas,7.9,Ricardo Darín
Nueve reinas,7.9,Gastón Pauls
Nueve reinas,7.9,Graciela Tenenbaum
Nueve reinas,7.9,María Mercedes Villagra
Children of Men,7.9,Julianne Moore
Children of Men,7.9,Clive Owen
Children of Men,7.9,Chiwetel Ejiofor
Children of Men,7.9,Michael Caine
Almost Famous,7.9,Billy Crudup
Almost Famous,7.9,Patrick Fugit
Almost Famous,7.9,Kate Hudson
Almost Famous,7.9,Frances McDormand
Mulholland Dr.,7.9,Naomi Watts
Mulholland Dr.,7.9,Laura Harring
Mulholland Dr.,7.9,Justin Theroux
Mulholland Dr.,7.9,Jeanne Bates
Toy Story 2,7.9,Ash Brannon
Toy Story 2,7.9,Lee Unkrich
Toy Story 2,7.9,Tom Hanks
Toy Story 2,7.9,Tim Allen
Boogie Nights,7.9,Mark Wahlberg
Boogie Nights,7.9,Julianne Moore
Boogie Nights,7.9,Burt Reynolds
Boogie Nights,7.9,Luis Guzmán
Once Were Warriors,7.9,Rena Owen
Once Were Warriors,7.9,Temuera Morrison
Once Were Warriors,7.9,Mamaengaroa Kerr-Bell
Once Were Warriors,7.9,Julian Arahanga
True Romance,7.9,Christian Slater
True Romance,7.9,Patricia Arquette
True Romance,7.9,Dennis Hopper
True Romance,7.9,Val Kilmer
Trois couleurs: Bleu,7.9,Juliette Binoche
Trois couleurs: Bleu,7.9,Zbigniew Zamachowski
Trois couleurs: Bleu,7.9,Julie Delpy
Trois couleurs: Bleu,7.9,Benoît Régent
Carlito's Way,7.9,Al Pacino
Carlito's Way,7.9,Sean Penn
Carlito's Way,7.9,Penelope Ann Miller
Carlito's Way,7.9,John Leguizamo
Edward Scissorhands,7.9,Johnny Depp
Edward Scissorhands,7.9,Winona Ryder
Edward Scissorhands,7.9,Dianne Wiest
Edward Scissorhands,7.9,Anthony Michael Hall
My Left Foot: The Story of Christy Brown,7.9,Daniel Day-Lewis
My Left Foot: The Story of Christy Brown,7.9,Brenda Fricker
My Left Foot: The Story of Christy Brown,7.9,Alison Whelan
My Left Foot: The Story of Christy Brown,7.9,Kirsten Sheridan
Crimes and Misdemeanors,7.9,Martin Landau
Crimes and Misdemeanors,7.9,Woody Allen
Crimes and Misdemeanors,7.9,Bill Bernstein
Crimes and Misdemeanors,7.9,Claire Bloom
The Untouchables,7.9,Kevin Costner
The Untouchables,7.9,Sean Connery
The Untouchables,7.9,Robert De Niro
The Untouchables,7.9,Charles Martin Smith
Hannah and Her Sisters,7.9,Mia Farrow
Hannah and Her Sisters,7.9,Dianne Wiest
Hannah and Her Sisters,7.9,Michael Caine
Hannah and Her Sisters,7.9,Barbara Hershey
Brazil,7.9,Jonathan Pryce
Brazil,7.9,Kim Greist
Brazil,7.9,Robert De Niro
Brazil,7.9,Katherine Helmond
This Is Spinal Tap,7.9,Rob Reiner
This Is Spinal Tap,7.9,Michael McKean
This Is Spinal Tap,7.9,Christopher Guest
This Is Spinal Tap,7.9,Kimberly Stringer
A Christmas Story,7.9,Peter Billingsley
A Christmas Story,7.9,Melinda Dillon
A Christmas Story,7.9,Darren McGavin
A Christmas Story,7.9,Scott Schwartz
The Blues Brothers,7.9,John Belushi
The Blues Brothers,7.9,Dan Aykroyd
The Blues Brothers,7.9,Cab Calloway
The Blues Brothers,7.9,John Candy
Manhattan,7.9,Woody Allen
Manhattan,7.9,Diane Keaton
Manhattan,7.9,Mariel Hemingway
Manhattan,7.9,Michael Murphy
All That Jazz,7.9,Roy Scheider
All That Jazz,7.9,Jessica Lange
All That Jazz,7.9,Ann Reinking
All That Jazz,7.9,Leland Palmer
Dawn of the Dead,7.9,David Emge
Dawn of the Dead,7.9,Ken Foree
Dawn of the Dead,7.9,Scott H. Reiniger
Dawn of the Dead,7.9,Gaylen Ross
All the President's Men,7.9,Dustin Hoffman
All the President's Men,7.9,Robert Redford
All the President's Men,7.9,Jack Warden
All the President's Men,7.9,Martin Balsam
La montaña sagrada,7.9,Alejandro Jodorowsky
La montaña sagrada,7.9,Horacio Salinas
La montaña sagrada,7.9,Zamira Saunders
La montaña sagrada,7.9,Juan Ferrara
Le charme discret de la bourgeoisie,7.9,Fernando Rey
Le charme discret de la bourgeoisie,7.9,Delphine Seyrig
Le charme discret de la bourgeoisie,7.9,Paul Frankeur
Le charme discret de la bourgeoisie,7.9,Bulle Ogier
Patton,7.9,George C. Scott
Patton,7.9,Karl Malden
Patton,7.9,Stephen Young
Patton,7.9,Michael Strong
Forushande,7.8,Shahab Hosseini
Forushande,7.8,Taraneh Alidoosti
Forushande,7.8,Babak Karimi
Forushande,7.8,Mina Sadati
Dunkirk,7.8,Fionn Whitehead
Dunkirk,7.8,Barry Keoghan
Dunkirk,7.8,Mark Rylance
Dunkirk,7.8,Tom Hardy
Hidden Figures,7.8,Taraji P. Henson
Hidden Figures,7.8,Octavia Spencer
Hidden Figures,7.8,Janelle Monáe
Hidden Figures,7.8,Kevin Costner
Paddington 2,7.8,Ben Whishaw
Paddington 2,7.8,Hugh Grant
Paddington 2,7.8,Hugh Bonneville
Paddington 2,7.8,Sally Hawkins
Kubo and the Two Strings,7.8,Charlize Theron
Kubo and the Two Strings,7.8,Art Parkinson
Kubo and the Two Strings,7.8,Matthew McConaughey
Kubo and the Two Strings,7.8,Ralph Fiennes
M.S. Dhoni: The Untold Story,7.8,Sushant Singh Rajput
M.S. Dhoni: The Untold Story,7.8,Kiara Advani
M.S. Dhoni: The Untold Story,7.8,Anupam Kher
M.S. Dhoni: The Untold Story,7.8,Disha Patani
Manchester by the Sea,7.8,Casey Affleck
Manchester by the Sea,7.8,Michelle Williams
Manchester by the Sea,7.8,Kyle Chandler
Manchester by the Sea,7.8,Lucas Hedges
Under sandet,7.8,Roland Møller
Under sandet,7.8,Louis Hofmann
Under sandet,7.8,Joel Basman
Under sandet,7.8,Mikkel Boe Følsgaard
Rogue One,7.8,Felicity Jones
Rogue One,7.8,Diego Luna
Rogue One,7.8,Alan Tudyk
Rogue One,7.8,Donnie Yen
Captain America: Civil War,7.8,Joe Russo
Captain America: Civil War,7.8,Chris Evans
Captain America: Civil War,7.8,Robert Downey Jr.
Captain America: Civil War,7.8,Scarlett Johansson
The Hateful Eight,7.8,Samuel L. Jackson
The Hateful Eight,7.8,Kurt Russell
The Hateful Eight,7.8,Jennifer Jason Leigh
The Hateful Eight,7.8,Walton Goggins
Little Women,7.8,Saoirse Ronan
Little Women,7.8,Emma Watson
Little Women,7.8,Florence Pugh
Little Women,7.8,Eliza Scanlen
Loving Vincent,7.8,Hugh Welchman
Loving Vincent,7.8,Douglas Booth
Loving Vincent,7.8,Jerome Flynn
Loving Vincent,7.8,Robert Gulaczyk
Le passé,7.8,Bérénice Bejo
Le passé,7.8,Tahar Rahim
Le passé,7.8,Ali Mosaffa
Le passé,7.8,Pauline Burlet
La grande bellezza,7.8,Toni Servillo
La grande bellezza,7.8,Carlo Verdone
La grande bellezza,7.8,Sabrina Ferilli
La grande bellezza,7.8,Carlo Buccirosso
The Lunchbox,7.8,Irrfan Khan
The Lunchbox,7.8,Nimrat Kaur
The Lunchbox,7.8,Nawazuddin Siddiqui
The Lunchbox,7.8,Lillete Dubey
Vicky Donor,7.8,Ayushmann Khurrana
